element,position,multiplier,is_captain,is_vice_captain
69,1,1,False,False
142,2,1,False,False
237,3,1,False,False
256,4,1,False,False
354,5,1,False,False
144,6,1,False,False
233,7,1,False,True
261,8,1,False,False
420,9,1,False,False
468,10,1,False,False
579,11,2,True,False
54,12,0,False,False
56,13,0,False,False
429,14,0,False,False
78,15,0,False,False
