element,position,multiplier,is_captain,is_vice_captain
69,1,1,False,False
237,2,1,False,False
370,3,1,False,False
432,4,1,False,False
484,5,1,False,False
240,6,1,False,False
420,7,1,False,True
212,8,1,False,False
40,9,1,False,False
579,10,2,True,False
468,11,1,False,False
54,12,0,False,False
354,13,0,False,False
256,14,0,False,False
56,15,0,False,False
