element,position,multiplier,is_captain,is_vice_captain
69,1,1,False,False
142,2,1,False,False
56,3,1,False,False
256,4,1,False,False
370,5,1,False,False
144,6,1,False,False
359,7,1,False,True
261,8,1,False,False
420,9,1,False,False
579,10,2,True,False
40,11,1,False,False
54,12,0,False,False
354,13,0,False,False
468,14,0,False,False
237,15,0,False,False
